id,Target
1,10.423157
2,16.280907
3,5.418028
4,11.141176
5,9.626099
6,10.018883
7,9.708996
8,7.781931
9,9.346131
10,9.67837
11,10.925799
12,7.0651693
13,10.236635
14,8.963245
15,13.443767
16,13.032133
17,14.349133
18,5.549904
19,10.127577
20,10.280909
21,7.3492594
22,9.10396
23,9.8095875
24,8.736493
25,13.836257
26,6.0464926
27,10.977326
28,14.520795
29,11.306805
30,10.421764
31,7.8293076
32,9.727245
33,5.9313383
34,10.464788
35,9.998719
36,6.785658
37,9.463271
38,9.941902
39,10.85071
40,8.832748
41,10.66868
42,7.541394
43,8.650898
44,13.002014
45,5.800227
46,9.016054
47,7.5615826
48,10.950899
49,9.866435
50,7.2963276
51,9.6272545
52,8.854353
53,10.698593
54,9.821611
55,8.537721
56,9.645116
57,10.6868105
58,9.552939
59,9.800026
60,5.937084
61,10.745114
62,13.48441
63,5.904931
64,15.787469
65,12.843393
66,9.541292
67,8.937007
68,8.301555
69,11.8464575
70,7.4115286
71,9.03966
72,8.889139
73,6.6586676
74,7.4725714
75,9.530677
76,6.1429253
77,12.765988
78,9.376466
79,9.6176195
80,8.499658
81,11.080801
82,10.475122
83,9.927332
84,5.9820557
85,8.844185
86,7.2308493
87,9.621122
88,6.6312675
89,7.562849
90,11.363761
91,10.355419
92,8.881872
93,9.780567
94,13.963707
95,9.49233
96,9.795171
97,10.052665
98,10.625465
99,9.301427
100,10.635101
101,11.768416
102,9.5441675
103,11.285979
104,9.764722
105,11.163891
106,7.025511
107,10.757789
108,7.243491
109,8.230508
110,9.762752
111,9.755138
112,11.187057
113,16.051811
114,8.015449
115,7.5194664
116,10.3452015
117,8.965366
118,7.9725647
119,8.011574
120,11.132992
121,7.710808
122,10.647434
123,10.148506
124,6.35476
125,6.4874268
126,10.555335
127,10.236733
128,13.641714
129,10.912823
130,11.987874
131,6.331789
132,7.8234835
133,5.3732033
134,8.087878
135,10.364929
136,14.138708
137,9.612255
138,8.943283
139,6.57703
140,9.130032
141,9.618824
142,6.177437
143,10.027669
144,10.343935
145,9.886039
146,9.820123
147,10.942322
148,10.121109
149,3.6762362
150,9.363315
151,10.667463
152,6.123765
153,7.381523
154,10.616358
155,10.715125
156,6.2641764
157,10.989043
158,10.749692
159,7.7992144
160,9.409185
161,13.764156
162,5.7651224
163,10.244509
164,11.718332
165,9.949207
166,5.973193
167,6.0569324
168,13.460791
169,8.625763
170,13.774386
171,5.5463343
172,9.499704
173,12.063934
174,11.497206
175,6.140167
176,9.949026
177,6.674711
178,10.389686
179,12.687849
180,11.006917
181,9.339099
182,8.957418
183,9.190035
184,10.068873
185,8.641353
186,10.112962
187,6.9562197
188,9.553783
189,9.665234
190,11.620497
191,8.467261
192,11.639252
193,7.380021
194,6.5010595
195,10.4511175
196,7.0240784
197,9.592161
198,7.190899
199,10.739647
200,7.6863785
201,8.033811
202,10.265671
203,10.095295
204,6.426483
205,8.779747
206,7.6010733
207,9.624273
208,8.698393
209,17.04857
210,7.9848347
211,9.329584
212,6.73825
213,12.235003
214,9.985789
215,8.008786
216,8.421025
217,8.829859
218,10.563265
219,6.241069
220,8.351587
221,5.510194
222,13.258835
223,15.447509
224,7.626045
225,10.2286825
226,5.777278
227,10.811165
228,7.838338
229,8.106504
230,9.5052395
231,9.865803
232,6.8584604
233,6.9573917
234,10.003796
235,10.300196
236,5.44166
237,8.564953
238,9.334322
239,9.514871
240,14.004498
241,8.809288
242,12.772753
243,8.37086
244,5.163661
245,13.185931
246,13.94382
247,10.551663
248,8.713577
249,7.6380367
250,10.178013
251,9.479247
252,7.3079014
253,7.551403
254,13.578642
255,10.275931
256,6.461301
257,8.605988
258,10.155147
259,6.5523844
260,7.2512445
261,9.976357
262,12.130424
263,13.807011
264,10.185451
265,3.5873816
266,8.851285
267,11.110978
268,8.122639
269,6.9061127
270,12.511812
271,11.379599
272,7.516098
273,12.387447
274,13.360923
275,7.960457
276,15.0186825
277,12.80682
278,15.557053
279,9.695124
280,11.416489
281,5.1489353
282,8.427431
283,5.3707466
284,8.713068
285,10.406776
286,9.313311
287,10.5556
288,9.799507
289,9.002073
290,6.2255077
291,9.090216
292,6.464411
293,9.393705
294,9.401418
295,12.488124
296,6.3656645
297,9.651261
298,9.2851715
299,9.391127
300,7.824007
301,6.984247
302,7.0541553
303,9.845303
304,12.463232
305,9.847255
306,12.365303
307,8.660887
308,8.381139
309,5.950367
310,8.79979
311,12.947274
312,12.780399
313,9.008538
314,8.075413
315,12.145355
316,9.553456
317,10.312543
318,7.659522
319,7.72768
320,7.328515
321,11.10545
322,5.6852007
323,9.600768
324,5.334485
325,8.597024
326,10.564069
327,8.448246
328,12.023611
329,9.665861
330,9.666943
331,10.836983
332,9.72627
333,8.856567
334,7.6962376
335,10.829972
336,8.305951
337,8.405437
338,9.634697
339,8.924105
340,15.3145485
341,9.83342
342,9.423066
343,13.801055
344,8.826057
345,5.60701
346,12.819599
347,13.595924
348,11.080806
349,11.627633
350,11.573788
351,7.756336
352,10.478458
353,11.011531
354,11.930399
355,9.46347
356,6.7172832
357,7.1984577
358,8.500363
359,10.325882
360,13.357215
361,10.346634
362,9.542193
363,7.9985476
364,7.8065634
365,10.34107
366,16.618643
367,7.013833
368,9.664852
369,8.687433
370,11.1756
371,9.20235
372,8.153402
373,9.576367
374,10.00732
375,8.945736
376,8.749678
377,8.351055
378,5.778452
379,9.311438
380,11.153631
381,9.704531
382,8.31459
383,10.367611
384,9.2665825
385,7.3202057
386,9.70805
387,12.390064
388,8.802807
389,13.102221
390,9.616633
391,9.670816
392,10.570533
393,8.803028
394,8.463759
395,10.5425625
396,7.2769747
397,7.751074
398,13.252012
399,7.435753
400,15.625894
401,16.254042
402,8.395916
403,6.355956
404,7.7115335
405,12.457812
406,9.146015
407,9.162197
408,9.610841
409,10.295582
410,9.70878
411,8.050021
412,7.731286
413,9.044012
414,7.6337547
415,8.704521
416,9.98519
417,8.364264
418,4.124029
419,10.496094
420,9.124796
421,10.553653
422,8.10022
423,6.700405
424,9.023905
425,9.92943
426,12.918633
427,10.687503
428,9.781265
429,11.73517
430,9.698158
431,9.756499
432,7.4205227
433,8.803412
434,13.976974
435,12.030652
436,11.506729
437,8.248475
438,9.146534
439,11.301233
440,9.945446
441,9.059845
442,8.333934
443,9.399883
444,11.15473
445,11.898176
446,4.6806097
447,10.6502905
448,8.932058
449,9.05385
450,15.982893
451,9.818942
452,9.521982
453,10.235611
454,9.721371
455,10.141643
456,6.3709307
457,9.890411
458,7.778529
459,12.209888
460,8.351459
461,10.201656
462,9.109345
463,8.050622
464,6.06415
465,9.328554
466,8.269312
467,9.234424
468,6.7428455
469,10.413872
470,5.7322216
471,10.311293
472,9.695034
473,8.265041
474,12.09903
475,10.518
476,7.795662
477,7.111986
478,10.063776
479,11.306757
480,9.065052
481,12.269756
482,10.780652
483,10.015664
484,9.515917
485,11.4383545
486,10.162334
487,10.46006
488,10.543116
489,12.6527
490,10.766402
491,14.232327
492,7.990019
493,7.8499527
494,10.449666
495,8.138671
496,11.454597
497,9.531215
498,8.334275
499,8.736491
500,8.295467
501,6.480152
502,8.946079
503,14.910583
504,9.695307
505,10.598532
506,8.212133
507,8.276891
508,9.433275
509,9.195982
510,6.9742107
511,9.217618
512,10.03424
513,8.834122
514,9.681898
515,10.915607
516,9.068886
517,9.412954
518,10.118161
519,6.3385572
520,7.138528
521,9.478569
522,12.567308
523,6.692376
524,7.2814455
525,10.694052
526,9.128482
527,12.95801
528,10.686583
529,7.030452
530,11.624826
531,11.236469
532,9.798368
533,9.849967
534,9.376945
535,9.619626
536,7.4137907
537,9.997574
538,6.426344
539,13.541174
540,10.630995
541,11.483395
542,4.8223524
543,9.882333
544,10.253965
545,10.958856
546,10.0929165
547,13.6434145
548,7.8571787
549,10.361755
550,8.208576
