id,Target
1,10.470195608758873
2,14.759443934566589
3,5.1738331097953445
4,11.499202177209819
5,10.079883263082992
6,11.396598148010797
7,10.187788183681604
8,7.816115313954654
9,10.575451226991401
10,9.328714468889736
11,10.872470968960819
12,6.913412223265616
13,10.857904715899828
14,8.391024244599876
15,13.393416804605096
16,12.737238385128373
17,13.950585141911933
18,5.56825213331153
19,10.286614787776314
20,10.046540469735517
21,7.48339104234782
22,9.377180760188024
23,9.549253648211
24,8.43135798541971
25,14.157424013596998
26,5.977453523794333
27,10.723235915326558
28,14.813221610172185
29,11.219262140422765
30,11.279902634292258
31,6.614963926659741
32,9.916899180843224
33,5.6660207100069915
34,11.650037872417151
35,10.833712601275474
36,6.732144767554214
37,9.624574372996964
38,8.701691266435056
39,11.357468640167887
40,9.175788737012226
41,9.703261987832803
42,7.860467329490578
43,8.505064705530303
44,10.774406829280723
45,5.369631772374589
46,9.695612775017741
47,7.673727818818583
48,9.720919147079403
49,10.313453740664013
50,7.392201806122804
51,10.394294335957568
52,9.477263181087125
53,12.00430010275003
54,10.462200396609152
55,8.57913244687006
56,9.830163893615365
57,11.298511445245877
58,9.901540413454025
59,10.867654747535706
60,5.770104360976232
61,11.484380564958911
62,13.527251394475087
63,5.7781724228898925
64,14.848181597057643
65,12.641834222549756
66,9.457797659181509
67,8.897451239194565
68,8.488503415300388
69,11.869036396489681
70,7.688583500522496
71,8.973376501946792
72,10.478856669427
73,6.690568665137327
74,7.690155465772463
75,10.46038117092194
76,6.251826543674136
77,13.974264928738911
78,9.014232723935946
79,9.70263683176284
80,8.186191525465642
81,11.488821669011909
82,10.834719522426303
83,10.338085088526325
84,5.859770701282274
85,9.596470176364866
86,5.5018589155773014
87,10.563100816668314
88,6.6456359404383285
89,8.063078057715613
90,11.44512640099617
91,11.63456399772484
92,9.64495731520037
93,9.571979247787361
94,12.517194561933373
95,10.209596279032768
96,10.044616102106561
97,10.434704974814561
98,11.55962787132173
99,9.354217951133808
100,10.583526844448906
101,11.639052993138543
102,9.890490335868146
103,12.524685025805045
104,9.387757222226295
105,11.613104080553066
106,7.2241502136914075
107,11.07172624267237
108,7.50707774756021
109,8.24288450172315
110,9.286940751903389
111,10.242424817234776
112,11.91809504099179
113,15.64298297899498
114,8.611283597139167
115,7.467346590647233
116,11.07011328549099
117,9.578233320853071
118,8.658191284209833
119,8.30683598732287
120,11.332197744190388
121,8.250987027479576
122,11.571922484583963
123,11.59321480240619
124,6.3618354765272995
125,6.220494209784122
126,11.548192683167866
127,10.807871427476853
128,13.311233498975785
129,12.788274789409737
130,11.721018383668923
131,6.18996642836699
132,8.090576490672506
133,5.059045223803782
134,8.581063919505029
135,11.262808286087765
136,14.130562252339983
137,8.864756594956338
138,8.683826932993373
139,6.552270562443892
140,9.665505946749182
141,10.149439381286077
142,6.178744668737032
143,10.674609911401983
144,10.046203111731902
145,9.41737148105877
146,10.80793079283398
147,11.662220943690626
148,10.991022910644414
149,3.594049864514731
150,10.031131520687305
151,10.6350794506308
152,5.776566803253724
153,6.714666899101976
154,12.003636065651797
155,10.385940361547064
156,6.193649997455783
157,10.673219023247453
158,10.665231388839803
159,8.394494436102065
160,9.942570317849604
161,13.507125590957664
162,5.679130382938347
163,10.245568341145967
164,12.301451468264212
165,10.585800810731836
166,5.665874354361321
167,6.011053297905978
168,13.62552908813872
169,9.150863552203472
170,13.508946826523369
171,5.285312374874874
172,9.148924204647342
173,12.34376608127096
174,11.8406599628956
175,6.143672826360881
176,10.552461545104993
177,6.756708912174927
178,10.508145490474877
179,13.689382000462611
180,10.815148684175998
181,8.647965195711068
182,9.385880271472452
183,10.532296206168532
184,10.252487752411163
185,9.657952539051262
186,9.651738033495949
187,6.945909905744431
188,10.76149066985577
189,10.123094836976488
190,12.560374706554038
191,9.817034313434476
192,11.551692838460976
193,7.666799831392885
194,6.195177280205282
195,11.410767613037128
196,7.371228335387021
197,10.17590151182922
198,7.457801502589031
199,10.598777477319842
200,7.834671019710347
201,8.844004909342194
202,11.40620828567885
203,10.458303262439026
204,6.34564124844559
205,8.632958317880526
206,7.649186468437046
207,9.55779039465238
208,9.131599149658753
209,17.000834437760233
210,7.804969158048476
211,9.137864893200348
212,6.810508237177158
