id,Target
1,7.2326064
2,13.322507
3,5.6553416
4,11.465944
5,10.55119
6,12.554675
7,10.353893
8,7.6478343
9,9.896553
10,9.67544
11,11.233198
12,7.6155205
13,10.370522
14,8.136859
15,14.526404
16,11.642737
17,14.454238
18,5.851757
19,10.699468
20,11.7195635
21,8.158908
22,10.286093
23,9.881175
24,8.433022
25,12.583796
26,6.4610367
27,11.005455
28,16.382765
29,12.224602
30,10.520845
31,8.203854
32,10.379055
33,6.076035
34,11.105805
35,11.155263
36,6.6030717
37,10.366833
38,10.203064
39,11.787594
40,9.111327
41,10.601
42,7.9541774
43,9.00238
44,11.643355
45,5.762459
46,8.877762
47,7.450429
48,10.465756
49,10.003611
50,7.929099
51,10.25617
52,6.8389325
53,11.614508
54,10.728004
55,8.414884
56,9.759334
57,10.3800335
58,10.43261
59,10.06813
60,6.652553
61,11.070014
62,14.322115
63,6.598698
64,17.634943
65,14.126248
66,9.907446
67,8.965877
68,8.33004
69,11.86584
70,7.6147113
71,9.667494
72,9.735102
73,6.9304233
74,7.5883527
75,9.492546
76,7.140322
77,15.915999
78,9.434837
79,9.653814
80,8.970727
81,11.620509
82,10.630602
83,10.436749
84,6.562572
85,8.80982
86,7.170463
87,9.927725
88,7.2116857
89,8.002535
90,11.716858
91,12.367661
92,9.143797
93,10.441801
94,13.15213
95,10.671257
96,9.344509
97,9.951658
98,10.761728
99,8.804968
100,14.859171
101,11.441613
102,9.421976
103,11.97805
104,9.949468
105,10.830584
106,6.791805
107,10.523653
108,7.256197
109,8.388411
110,9.853855
111,9.830309
112,10.520933
113,19.096806
114,8.634306
115,8.447699
116,11.620375
117,9.25119
118,8.454788
119,7.799707
120,10.932434
121,7.868647
122,12.341131
123,11.537523
124,6.595375
125,6.7025023
126,9.240852
127,11.490601
128,13.592087
129,12.398045
130,13.592838
131,6.2568865
132,7.8368125
133,5.9189224
134,8.289676
135,10.444323
136,16.41322
137,9.115511
138,7.9852924
139,6.5471163
140,9.819242
141,9.822173
142,6.720799
143,10.786199
144,10.867937
145,10.057077
146,9.839087
147,11.384342
148,11.148801
149,4.032196
150,9.733621
151,11.209793
152,6.3314466
153,7.741406
154,11.359503
155,10.71299
156,6.9363427
157,10.780674
158,10.230347
159,8.223965
160,9.665942
161,13.212474
162,5.946798
163,10.751726
164,11.721394
165,10.086325
166,5.9290814
167,6.4744163
168,14.017785
169,8.769102
170,14.655634
171,6.1284394
172,9.910337
173,11.579179
174,15.327215
175,6.6819067
176,9.79426
177,6.6218405
178,11.525438
179,12.679751
180,10.880397
181,8.960956
182,8.796213
183,9.658211
184,10.738574
185,9.180171
186,10.534087
187,6.725102
188,9.6128435
189,10.147065
190,9.576509
191,9.134236
192,11.597766
193,8.048777
194,6.971555
195,10.363409
196,6.8752694
197,9.88801
198,8.070753
199,11.373405
200,7.8068643
201,8.264217
202,10.220963
203,10.996919
204,6.48599
205,7.9050937
206,8.000032
207,9.909374
208,8.678538
209,20.773808
210,9.334481
211,9.655465
212,6.710122
213,12.032946
214,9.598719
215,8.871984
216,8.986934
217,9.180119
218,12.70286
219,6.2713857
220,8.44232
221,5.822617
222,13.149046
223,13.732366
224,7.864956
225,11.1135845
226,5.952755
227,10.612535
228,8.154332
229,8.808732
230,9.6058235
231,10.703933
232,6.764934
233,8.327094
234,10.608821
235,12.575806
236,5.5623417
237,8.784582
238,9.653733
239,9.896118
240,13.536109
241,9.09499
242,11.790581
243,7.311132
244,5.3799767
245,12.3857155
246,15.754684
247,12.906158
248,9.259126
249,7.5930867
250,11.030087
251,9.578747
252,7.383324
253,7.3957434
254,11.998995
255,10.186354
256,6.4528837
257,9.160615
258,10.715851
259,6.813348
260,8.507865
261,11.081876
262,14.896353
263,15.108881
264,10.627412
265,3.7551498
266,10.363556
267,11.551641
268,6.9163756
269,6.752751
270,11.207405
271,11.07806
272,8.049693
273,11.62303
274,12.981972
275,8.183424
276,17.22769
277,11.738561
278,15.993834
279,9.857159
280,13.775614
281,5.0821676
282,8.601595
283,5.7575746
284,8.784271
285,10.993982
286,9.114387
287,11.4275055
288,10.5688715
289,9.321058
290,6.20127
291,9.306342
292,7.19769
293,9.549667
294,9.40942
295,12.208551
296,6.3409944
297,9.588692
298,9.972378
299,9.715981
300,8.392296
301,8.356622
302,7.0988507
303,10.391347
304,11.924285
305,10.112661
306,14.217155
307,9.48666
308,7.4548655
309,6.4463897
310,9.008449
311,12.010775
312,15.291519
313,9.100456
314,9.23056
315,13.012907
316,9.36216
317,9.941405
318,7.5379663
319,7.482743
320,7.596185
321,11.643284
322,6.0805964
323,9.827776
324,5.5226026
325,8.115646
326,10.763351
327,9.193888
328,11.711502
329,10.087729
330,10.372796
331,11.234787
332,9.904812
333,9.03727
334,7.6250243
335,10.794347
336,8.320935
337,8.551751
338,9.706884
339,9.143715
340,17.92598
341,10.624777
342,9.317724
343,11.923861
344,7.721955
345,6.070123
346,12.450919
347,11.926144
348,15.050695
349,11.478747
350,11.268505
351,8.042535
352,11.338369
353,11.101696
354,12.0127325
355,9.450216
356,6.505173
357,7.8096786
358,9.198996
359,12.121819
360,18.362768
361,11.865696
362,9.942419
363,8.589535
364,8.338722
365,10.717209
366,21.816229
367,7.000605
368,9.906687
369,9.070951
370,11.350113
371,9.286157
372,8.30724
373,9.80762
374,10.438053
375,9.591703
376,8.527659
377,8.415373
378,5.863855
379,7.858155
380,11.846918
381,10.076376
382,8.505764
383,11.76817
384,9.47035
385,7.596131
386,10.103956
387,13.069182
388,9.251253
389,13.102271
390,9.603822
391,9.841906
392,9.906578
393,9.357863
394,8.965664
395,10.9848385
396,7.2444725
397,8.854937
398,13.763918
399,6.5552335
400,15.982794
401,17.392927
402,8.38205
403,6.719643
404,8.528124
405,12.411782
406,9.472033
407,10.029102
408,10.3812475
409,10.1774435
410,10.098234
411,7.7972846
412,7.529927
413,9.297856
414,7.6085024
415,9.249147
416,10.735186
417,9.275478
418,4.1766276
419,12.679993
420,9.077154
421,11.7220125
422,8.587717
423,6.7265134
424,8.351662
425,10.517577
426,16.615011
427,10.114897
428,10.511351
429,11.496536
430,10.58792
431,10.474046
432,7.07666
433,8.771803
434,20.483639
435,11.825861
436,11.459259
437,8.417054
438,8.80993
439,12.084345
440,10.61301
441,9.363366
442,9.379445
443,9.814302
444,11.373949
445,11.7500725
446,5.238759
447,10.42186
448,8.09463
449,10.090855
450,16.541159
451,10.596526
452,10.812731
453,10.950598
454,9.936908
455,10.763595
456,6.4055696
457,10.798893
458,7.7789984
459,11.025755
460,9.195065
461,11.937534
462,8.829668
463,7.891063
464,6.2710624
465,9.755397
466,8.751154
467,9.616854
468,6.6496844
469,10.434866
470,6.3398046
471,11.168863
472,10.859716
473,8.903196
474,11.240023
475,12.468886
476,7.860191
477,7.4357414
478,10.424821
479,11.621597
480,10.479376
481,12.469637
482,11.5969715
483,10.597328
484,9.795311
485,13.061014
486,10.485691
487,10.949463
488,10.424305
489,12.830524
490,11.327963
491,15.359772
492,8.082458
493,8.274273
494,11.91572
495,8.607164
496,11.591759
497,9.522848
498,7.816325
499,9.687819
500,8.611866
501,6.5073028
502,8.39186
503,17.04612
504,9.710991
505,10.341564
506,8.329955
507,8.399152
508,10.075409
509,9.633253
510,7.0640254
511,9.086737
512,10.528685
513,8.984444
514,11.107969
515,11.543916
516,9.4649315
517,9.355777
518,10.890862
519,6.602655
520,7.1602483
521,9.67176
522,11.774023
523,6.491225
524,8.740391
525,10.722763
526,9.0745535
527,13.007114
528,11.691062
529,8.000623
530,11.566669
531,10.698254
532,9.824545
533,11.089613
534,9.19027
535,10.2143345
536,7.5540543
537,10.940596
538,6.4891515
539,14.100737
540,10.932923
541,11.766202
542,5.3838053
543,10.29265
544,10.39666
545,7.688186
546,10.516667
547,12.887575
548,8.696098
549,11.311474
550,8.962418
551,10.4647
552,11.171131
553,9.542634
554,10.431311
555,10.938084
556,7.590483
557,8.3424835
558,7.5915713
559,15.208072
560,10.007505
561,20.078773
562,9.507153
563,9.243784
564,9.770963
565,13.914014
566,16.525967
567,7.4972634
568,11.494549
569,11.997497
570,7.201817
571,9.203846
572,15.016804
573,7.3043866
574,10.924515
575,9.164548
576,9.787775
577,8.001439
578,6.2680874
579,8.395186
580,11.005308
581,8.682186
582,10.069843
583,6.5595317
584,10.984278
585,11.828934
586,7.562759
587,8.117053
588,10.341102
589,12.083817
590,10.399165
591,8.236912
592,8.036922
593,3.9100084
594,7.9090743
595,10.892391
596,8.379574
597,10.1614895
598,6.7899165
599,10.331547
600,7.601837
601,17.558771
602,7.9035883
603,9.364541
604,11.292242
605,8.975277
606,8.091274
607,9.856167
608,9.261413
609,9.743265
610,6.295331
611,8.726016
612,11.048648
613,8.7594
614,7.0369735
615,9.012012
616,6.20596
617,11.083799
618,7.1786203
619,11.351124
620,12.452139
621,9.667475
622,8.958439
623,8.882034
624,10.809538
625,10.537485
626,7.17773
627,18.867117
628,10.992517
629,10.406622
630,18.552576
631,12.256411
632,10.6428795
633,12.059279
634,11.060005
635,9.058262
636,10.89465
637,7.5441103
638,11.3444195
639,9.052694
640,4.779063
641,12.616457
642,15.232307
643,13.589365
644,11.563116
645,7.377887
646,9.912486
647,6.9725657
648,11.369532
649,15.77747
650,11.109024
651,10.82823
652,10.436096
653,8.919714
654,10.802731
655,9.877763
656,6.246663
657,5.5690694
658,13.645714
659,6.4175158
660,10.510866
661,7.8397975
662,10.166548
663,9.54865
664,13.632297
665,10.469152
666,17.734016
667,10.011404
668,9.163412
669,13.270086
670,8.59137
671,10.763868
672,10.493369
673,6.803774
674,16.299553
675,13.034531
676,16.448418
677,16.160402
678,12.600064
679,11.469879
680,11.076637
681,7.440715
682,9.498175
683,10.111724
684,18.918634
685,9.388173
686,13.336318
687,7.325691
688,10.405734
689,4.1853023
690,10.502512
691,3.9020965
692,8.161017
693,10.91032
694,11.4668045
695,10.204948
696,11.408525
697,10.564809
698,10.533524
699,10.430489
700,11.9648075
701,9.252314
702,8.265158
703,6.67936
704,8.525791
705,8.856565
706,13.020632
707,10.920691
708,8.894821
709,12.414363
710,6.6287947
711,9.374949
712,7.1953397
713,11.3361225
714,11.405285
715,9.877813
716,9.068228
717,6.4984326
718,5.344823
719,13.81399
720,8.978501
721,11.053215
722,6.3765903
723,4.620747
724,11.798836
725,9.124211
726,11.660537
727,10.649224
728,7.0752068
729,9.941421
730,7.9921207
731,9.144708
732,9.788584
733,9.146545
734,8.9022875
735,5.7372
736,8.269212
737,17.11106
738,6.8683543
739,9.881834
740,10.633487
741,10.50072
742,11.148991
743,16.868525
744,13.447506
745,10.171402
746,11.758794
747,11.673649
748,6.1599646
749,11.277012
750,10.25663
751,4.8867326
752,15.049103
753,11.443412
754,10.359161
755,9.800882
756,12.511329
757,20.137913
758,11.051256
759,10.651475
760,9.611557
761,9.976625
762,6.7803187
763,11.259867
764,10.765879
765,9.079128
766,7.605841
767,6.5117383
768,14.089383
769,10.717063
770,8.810656
771,13.918961
772,10.278019
773,12.755018
774,9.553043
775,6.837129
776,9.209736
777,8.645142
778,9.779093
779,11.237839
780,8.020838
781,10.205765
782,10.769505
783,9.855263
784,10.103008
785,8.31041
786,9.659083
787,11.532606
788,8.560736
789,3.7977815
790,10.671246
791,9.962242
792,5.193925
793,9.29877
794,9.663435
795,6.8830085
796,6.767371
797,12.286549
798,8.6316185
799,8.334855
800,8.192589
801,13.272715
802,6.377168
803,8.856951
804,12.342585
805,10.432094
806,7.301989
807,10.406273
808,7.8845367
809,11.218157
810,9.941406
811,10.193522
812,7.7801495
813,13.852814
814,13.583293
815,7.9205294
816,9.941232
817,8.595087
818,7.9095097
819,6.0141854
820,10.411205
821,6.6612215
822,19.554647
823,10.658848
824,7.893786
825,11.570255
826,9.668282
827,4.737823
828,8.3476715
829,7.087339
830,13.792639
831,10.653323
832,6.0538826
833,3.2879398
834,11.19337
835,5.476591
836,11.386084
837,10.536478
838,19.93327
839,9.592955
840,7.191116
841,8.930071
842,11.651548
843,7.1684103
844,6.583959
845,10.950846
846,7.9124045
847,9.717992
848,11.310118
849,7.2855816
850,11.51376
851,9.198764
852,8.201574
853,18.163988
854,11.056532
855,7.717158
856,7.6669803
857,4.657308
858,10.328577
859,9.244349
860,9.977094
861,8.473653
862,10.850256
863,6.298843
864,6.426498
865,5.262138
866,7.8441052
867,9.160713
868,9.015928
869,7.3097754
870,6.5118756
871,10.401065
872,10.709763
873,9.507719
874,10.177784
875,9.921187
876,9.860748
877,14.122511
878,9.479033
879,8.190106
880,10.618118
881,6.1956744
882,9.346817
883,6.6051583
884,10.827304
885,13.210983
886,8.460768
887,8.857997
888,9.216016
889,6.4629817
890,9.087261
891,8.660283
892,8.946899
893,11.556236
894,11.691136
895,10.737243
896,6.859393
897,10.250639
898,7.0021825
899,10.684998
900,8.70204
901,8.73685
902,7.608398
903,10.173729
904,9.532515
905,7.8522043
906,10.159745
907,9.597592
908,9.303253
909,10.819865
910,10.964425
911,9.22864
912,12.944536
913,10.288658
914,7.7946296
915,9.461842
916,7.0837636
917,6.1145606
918,7.583306
919,13.090731
920,10.121027
921,6.5289273
922,14.572647
923,10.025353
924,7.284687
925,8.744699
926,9.107211
927,6.3113303
928,11.492684
929,11.116087
930,8.918188
931,6.466603
932,15.738652
933,10.809345
934,10.141138
935,10.706121
936,7.3538218
937,11.3901415
938,10.114165
939,8.972168
940,9.142728
941,10.34673
942,11.793322
943,9.583843
944,10.608939
945,12.691206
946,7.6450553
947,8.782274
948,9.073904
949,8.932106
950,9.292452
951,14.215706
952,11.450048
